geolocation_city,geolocation_state,total_orders,avg_lat,avg_lng
cambuquira,MG,5,-21.85432094379683,-45.29722726782118
santa luzia,PB,5,-6.8722119828591275,-36.917456203062436
santa quiteria,CE,5,-4.3343298086532185,-40.15409036221202
conceicao do castelo,ES,5,-20.361225210844665,-41.24983376040059
terra de areia,RS,5,-29.579703310597797,-50.06461094862101
icapui,CE,5,-4.702908441503046,-37.374120813391684
iconha,ES,5,-20.78929879189499,-40.813398471593935
tarabai,SP,5,-22.30449012443575,-51.55827751528551
altos,PI,5,-5.037933605097157,-42.45957464672137
livramento de nossa senhora,BA,5,-13.670531405245123,-41.871127644748356
sao jose do ouro,RS,5,-27.84465049601447,-51.57643492457602
carapebus,RJ,5,-22.19068358078699,-41.65744656238283
arapora,MG,5,-18.43362550795021,-49.18567170784165
araucária,PR,5,-25.544926406672577,-49.38611701246357
araujos,MG,5,-19.94457443092869,-45.16634204091043
macaiba,RN,5,-5.856764960499751,-35.3510243299243
macau,RN,5,-5.114363937006375,-36.631856050797694
arcoverde,PE,5,-8.417409999477973,-37.06040167682643
barreiros,PE,5,-8.814489427567528,-35.196763396960684
garuva,SC,5,-26.03460238028391,-48.85354111529444
general carneiro,PR,5,-26.421195638867772,-51.31501631545673
frei inocencio,MG,5,-18.557139693388137,-41.90865871570033
paraiso,SP,5,-21.01941408788335,-48.774583314334855
paramirim,BA,5,-13.453317809538081,-42.23950486413497
rio casca,MG,5,-20.222521274073973,-42.649171158676076
bataguassu,MS,5,-21.7156472573933,-52.4226853668222
cunha pora,SC,5,-26.891057004363642,-53.17166652110003
paulo frontin,PR,5,-26.047812754242283,-50.81148910425042
pedro canário,ES,5,-18.293163679149735,-39.95858510869711
carmopolis de minas,MG,5,-20.539189819213494,-44.636222574200794
guareí,SP,5,-23.37043312563561,-48.18287212973659
bananal,SP,5,-22.68345055122797,-44.318917933330425
nova mutum,MT,5,-13.81190941318278,-56.08321769268831
nova santa rita,RS,5,-29.86087323102249,-51.27283476987695
sao roque do canaa,ES,5,-19.73930434519547,-40.66322894308199
lagoa dourada,MG,5,-20.919287654113624,-44.06779162363379
capim grosso,BA,5,-11.378158125172405,-40.011743516584225
maracas,BA,5,-13.439365307409346,-40.43331071784074
maragogi,AL,5,-9.007675987232085,-35.220048242659786
ibicaraí,BA,5,-14.864971995351363,-39.59078746382383
jacupiranga,SP,5,-24.701831240017185,-48.00518422912897
itapeva,MG,5,-22.768385385405164,-46.222570842616626
lago da pedra,MA,5,-4.565356629061708,-45.12939734093834
cascavel,CE,5,-4.132849103486437,-38.24159314064651
colombia,SP,5,-20.180862628870056,-48.687257113900706
euclides da cunha,BA,5,-10.506647781847288,-39.01178236135266
diamante do norte,PR,5,-22.65891497732938,-52.86448993041049
sirinhaem,PE,5,-8.59544613525137,-35.11252611313764
joviania,GO,5,-17.80579849882583,-49.62161283369103
juara,MT,5,-11.238039550036406,-57.51688146166099
lagoa da confusao,TO,5,-10.795330297168547,-49.627226639839506
feira nova,PE,5,-7.949392726165966,-35.38525575171721
tabira,PE,5,-7.590727896323007,-37.53988021706025
inacio martins,PR,5,-25.57805435780927,-51.08117606039539
taguatinga,DF,5,-15.828047901209056,-48.05025184316712
rafard,SP,5,-23.017863885236956,-47.5287510906979
porteirinha,MG,5,-15.742828130781309,-43.028069642155806
japuiba,RJ,5,-22.562825250146346,-42.694574068113525
barra do ribeiro,RS,5,-30.298293740430672,-51.30898296329026
roseira,SP,5,-22.898929252238354,-45.30439111476588
roque gonzales,RS,5,-28.130287791467037,-55.02161225501352
paraipaba,CE,5,-3.4368323002221635,-39.149632430369145
palmitinho,RS,5,-27.353301619777028,-53.55804287681174
palmitos,SC,5,-27.071407007773114,-53.16244490181557
alto boa vista,MT,5,-11.679428518842508,-51.37675429719136
alto parnaiba,MA,5,-9.123470479520625,-45.94508688654757
alto araguaia,MT,5,-17.31726008132973,-53.223327746417894
luiz alves,SC,5,-26.783232254270054,-48.95662847160072
iepe,SP,5,-22.660352151128926,-51.07532266006208
ibirarema,SP,5,-22.81366708036613,-50.07278787064314
alexania,GO,5,-16.08407742651032,-48.506772764634135
piratuba,SC,5,-27.420999300127583,-51.775171480099665
pinheiro machado,RS,5,-31.578575056364723,-53.38246136866199
piritiba,BA,5,-11.73075405938191,-40.55525167902206
conceição do rio verde,MG,5,-21.88247079465772,-45.08737826639442
sao francisco de paula,RS,5,-29.440045725550476,-50.58153773073433
conceicao da aparecida,MG,5,-21.09647363693938,-46.20443258590877
mendes pimentel,MG,5,-18.659970826739325,-41.40437128121699
miguel calmon,BA,5,-11.430232476786514,-40.59743564218764
sao goncalo do amarante,CE,5,-3.603407789249077,-38.97122147447192
rio pardo,RS,5,-29.979842964719428,-52.37472734544019
rio pardo de minas,MG,5,-15.61783433207533,-42.54211546980239
antonio prado,RS,5,-28.856785799862667,-51.28407511043692
soledade,RS,5,-28.827449667113733,-52.509254888088535
soledade de minas,MG,5,-22.056337273273794,-45.04408568268843
sooretama,ES,5,-19.189127770488813,-40.10086124895696
estacao,RS,5,-27.91410184140809,-52.258782068812856
bituruna,PR,5,-26.159429770563207,-51.54775703701614
paranoa,DF,5,-15.773413926887454,-47.77853600318313
paulo de faria,SP,5,-20.031912284089135,-49.40546507066173
rio manso,MG,5,-20.421058783890246,-44.44027742749059
iraquara,BA,5,-12.246594899548208,-41.60307066374758
são miguel do araguaia,GO,5,-13.256779394108104,-50.16379772927348
anita garibaldi,SC,5,-27.68725075745875,-51.12836796676873
tabatinga,SP,5,-21.73706314242179,-48.687600901117015
ariranha,SP,5,-21.189588340616634,-48.78771758700769
ipumirim,SC,5,-27.075329065215705,-52.136377847019006
presidente bernardes,SP,5,-22.00850814387055,-51.55634360153442
assai,PR,5,-23.375451280881514,-50.84580510209072
porto xavier,RS,5,-27.90680205449298,-55.1390737732943
prado,BA,5,-17.328471244047822,-39.22480143405699
aguas formosas,MG,5,-17.082201270979507,-40.93919981216429
custodia,PE,5,-8.089040071950775,-37.64423184729449
andorinha,BA,5,-10.344702161161972,-39.83061876266924
bofete,SP,5,-23.110602286087335,-48.262470448819585
miracatu,SP,5,-24.27876853096373,-47.44974510482228
aiuruoca,MG,4,-21.978848424131765,-44.60576945448214
edeia,GO,4,-17.339193802235137,-49.92900396484839
queimadas,BA,4,-10.977524383139036,-39.62718302170117
boa vista da aparecida,PR,4,-25.437885479760887,-53.40870273133838
bela cruz,CE,4,-3.056024276098674,-40.171418039839054
porto firme,MG,4,-20.680920057790672,-43.0341324724764
quilombo,SC,4,-26.728353256530664,-52.71900044773345
varre-sai,RJ,4,-20.928432538186993,-41.86768974778266
varjota,CE,4,-4.180568412190747,-40.42480973254835
joaquim nabuco,PE,4,-8.62415102224325,-35.526080456068776
jesuitas,PR,4,-24.384143220079455,-53.38803561842464
jijoca de jericoacoara,CE,4,-2.8629997768294237,-40.47832447728354
jari,RS,4,-29.289626980750832,-54.21943137477474
centenario do sul,PR,4,-22.82140872173288,-51.59497707396103
senador pompeu,CE,4,-5.58787718938735,-39.3747408815969
cerro azul,PR,4,-24.828137537248153,-49.263724610399606
serra do ramalho,BA,4,-13.524336387693962,-43.607441325570896
volta grande,MG,4,-21.77253289303408,-42.53759758914453
avelar,RJ,4,-22.328393555627752,-43.412791880163304
santo antonio do amparo,MG,4,-20.902677288193253,-44.896898845477345
santana do jacare,MG,4,-20.9328623601754,-45.143014162972825
santo antonio do descoberto,GO,4,-15.995048231592037,-48.26919745886792
santo antonio do jardim,SP,4,-22.116303660811024,-46.684397924054096
santanesia,RJ,4,-22.525616484184155,-43.815590668082855
monte alegre de minas,MG,4,-18.86885090447068,-48.878546586414245
pinheiro,MA,4,-2.523977179331303,-45.08620291497239
piranga,MG,4,-20.66243387929683,-43.29970611995731
piranhas,GO,4,-16.43263532663801,-51.81759945569071
bom sucesso,MG,4,-21.032900753434287,-44.756859464215616
pirenopolis,GO,4,-15.861728144235814,-48.968851608331036
bonfim,MG,4,-20.304406815717137,-44.04754726988549
fatima do sul,MS,4,-22.378064313728373,-54.50924004692693
figueira,PR,4,-23.850046221901376,-50.403015864184475
jacaraci,BA,4,-14.843344706955753,-42.424918957057876
silva jardim,RJ,4,-22.643049932211905,-42.40944446257947
sertania,PE,4,-8.076095735202673,-37.27177644815795
sertanópolis,PR,4,-23.059061150910853,-51.037541668178726
sete barras,SP,4,-24.385497130331405,-47.92805608893468
delmiro gouveia,AL,4,-9.382493141218601,-38.01055015095292
esperantina,PI,4,-3.892214362211174,-42.23397063735173
enéas marques,PR,4,-25.945284246218932,-53.16149692183006
itapemirim,ES,4,-20.94924974603446,-40.807786824486705
itaperuçu,PR,4,-25.213256266447722,-49.35231918774444
juti,MS,4,-22.85947088281792,-54.60402933559914
ladario,MS,4,-19.00927433638438,-57.60379480051541
lago sul,DF,4,-15.825231869439222,-47.806012956675055
juatuba,MG,4,-19.95920800201224,-44.338249885804046
jacinto machado,SC,4,-28.99908496571671,-49.76175641053026
jacui,MG,4,-21.018174639032726,-46.74320895758398
urucui,PI,4,-7.237545620600256,-44.55511245657041
pejucara,RS,4,-28.41944855924533,-53.654098747811844
pien,PR,4,-26.097239791026904,-49.42823343997141
pilao arcado,BA,4,-9.996898033622134,-42.48536810560051
peabiru,PR,4,-23.91624467444983,-52.34483820131129
pecanha,MG,4,-18.545586065437625,-42.56117021133504
chapada gaucha,MG,4,-15.306931675610084,-45.6178161278786
itapecuru mirim,MA,4,-3.3903296903605975,-44.36667194900004
ilha de itamaraca,PE,4,-7.757660338211557,-34.833207630287696
tarumirim,MG,4,-19.285073278116073,-42.00388859625823
tiradentes,MG,4,-21.10980791604441,-44.17477905963709
guaraciaba do norte,CE,4,-4.168617502766975,-40.767751448918865
balneario barra do sul,SC,4,-26.457623308124248,-48.617052626479015
nova viçosa,BA,4,-17.88644999936857,-39.86169810856465
nova santa rosa,PR,4,-24.462380148280616,-53.95650432324312
nova olinda do maranhao,MA,4,-2.806361803992104,-45.70419740771682
santa mariana,PR,4,-23.147377768567665,-50.51898205113304
camaçari,BA,4,-12.694580767237262,-38.322714695397714
munhoz de melo,PR,4,-23.148268304523533,-51.774096846514354
cameta,PA,4,-2.2506345490931,-49.49773502092509
muqui,ES,4,-20.95206473566138,-41.342187048258076
mutuipe,BA,4,-13.228299940041628,-39.506295861448365
munhoz,MG,4,-22.61384923072915,-46.3625578974145
igaracu do tiete,SP,4,-22.516187213174263,-48.56280548602923
sao geraldo,MG,4,-20.923194199099704,-42.83319271427838
irineópolis,SC,4,-26.2438077869753,-50.79739878403102
conceicao das pedras,MG,4,-22.157943002604156,-45.45206425290832
conceicao dos ouros,MG,4,-22.413907561211314,-45.79647035713199
ipu,CE,4,-4.327048757984197,-40.71134544089484
ipua,SP,4,-20.445531132262545,-48.01402332006467
nova bassano,RS,4,-28.73275657187561,-51.704570818803276
santa maria de itabira,MG,4,-19.41096916771877,-43.651694305007716
campo do meio,MG,4,-21.109499455456902,-45.8298343383836
candelaria,RS,4,-29.67044597567735,-52.78911852703207
candido de abreu,PR,4,-24.575841758798763,-51.332828082493094
maurilandia,GO,4,-17.97857682219264,-50.340164438186015
matipo,MG,4,-20.29523058250375,-42.344496728529315
canelinha,SC,4,-27.265701646122324,-48.76801763692695
mendonca,SP,4,-21.18468406109974,-49.57940128335437
merces,MG,4,-21.197009034368783,-43.343187965687314
telêmaco borba,PR,4,-24.323332016302423,-50.63063772409659
humaitá,AM,4,-7.515035839188224,-63.020308663627866
tibagi,PR,4,-24.515312452238586,-50.41241255186943
teolândia,BA,4,-13.247298926941468,-39.40719948923639
terra boa,PR,4,-23.77185835065084,-52.44832800271509
goianésia,GO,4,-15.329764931382936,-49.117892841576335
ouro preto do oeste,RO,4,-10.715751177252601,-62.25613931045199
santa cruz de monte castelo,PR,4,-22.95814977271702,-53.29485095700366
são joão del rei,MG,4,-21.1455927061397,-44.276570872167134
tombos,MG,4,-20.909663465390214,-42.03518100397372
trombudo central,SC,4,-27.304425502499523,-49.79617447830575
santa fe de goias,GO,4,-15.769411318200595,-51.10257439069469
santa cruz,RN,4,-6.227792244781999,-36.02104583129707
santa cruz da conceicao,SP,4,-22.138587299018713,-47.45460184390611
caiaponia,GO,4,-16.956804802062678,-51.8135556258415
balneario arroio do silva,SC,4,-28.987417284967577,-49.41824148200645
nova fatima,PR,4,-23.433905336392048,-50.56156092080512
capao do leao,RS,4,-31.766412277634785,-52.46130780177023
maranguape,CE,4,-3.907071000865691,-38.68328415400776
maravilhas,MG,4,-19.515017571479863,-44.67673891755669
sao joao do paraiso,MG,4,-15.31592844014999,-42.01834162897422
maristela,SP,4,-23.03876670092714,-47.89387609159676
sao jose do egito,PE,4,-7.58660639733172,-37.46428191716004
itaipava,ES,4,-20.89832394853286,-40.780249109800266
nova bandeirantes,MT,4,-9.850183497966546,-57.82294898680789
nova veneza,GO,4,-16.3728020737293,-49.31666655626662
ibiam,SC,4,-27.180929526447667,-51.2373440328739
iacu,BA,4,-12.771217629932794,-40.2098717811214
guaraí,TO,4,-8.839751857914735,-48.508516745825716
guaruja do sul,SC,4,-26.38789923557979,-53.52755352346349
guimarânia,MG,4,-18.84499471897389,-46.79528213304472
corupa,SC,4,-26.431977472068905,-49.2476145658104
governador portela,RJ,4,-22.476992225389477,-43.499274199645704
trindade,PE,4,-7.760725407909577,-40.268337322077066
trindade do sul,RS,4,-27.52481394969961,-52.896760672083246
guadalupe,PI,4,-6.795479563943147,-43.58669258623527
buriticupu,MA,4,-4.316757277478371,-46.45803913868449
caarapo,MS,4,-22.63266113161192,-54.82403489196627
rosana,SP,4,-22.573882492272183,-53.044630232532285
cabralia paulista,SP,4,-22.456542606976473,-49.33753259362305
papagaios,MG,4,-19.446963600345548,-44.747435062312555
paracuru,CE,4,-3.4207176307291225,-39.0353693374114
padre bernardo,GO,4,-15.173405629090755,-48.283736974882885
cachoeira,BA,4,-12.596261024659881,-38.96863572581739
salto do jacui,RS,4,-29.089435463724918,-53.21596164133482
salto do lontra,PR,4,-25.78387783269524,-53.30796526352506
salto veloso,SC,4,-26.906689238975716,-51.40612862455321
sanclerlandia,GO,4,-16.20141594759011,-50.311994779934984
mantenopolis,ES,4,-18.86369285485961,-41.11875851381642
clementina,SP,4,-21.56018491317655,-50.445800319817664
itanhomi,MG,4,-19.17032006670954,-41.86159132325711
coaraci,BA,4,-14.635923437679327,-39.55472475607647
cocal do sul,SC,4,-28.59886945254106,-49.32524103807989
cocalinho,MT,4,-14.39272352478302,-51.002328273511665
claudia,MT,4,-11.504137772643933,-54.87562640424402
itabela,BA,4,-16.576892351011832,-39.56007581891997
santa cecília,SC,4,-26.960282815228826,-50.41834564086907
corrente,PI,4,-10.423992727693284,-45.16533523829482
corumbaiba,GO,4,-18.142259580605526,-48.563532333024504
manoel ribas,PR,4,-24.51763874503543,-51.67440944339136
marabá,PA,4,-5.379029058855997,-49.13068889186578
maracacume,MA,4,-2.0475975239584945,-45.9576785250743
mandaguacu,PR,4,-23.34495591219923,-52.09904825765634
macedonia,SP,4,-20.146392423216888,-50.195744656872506
gandu,BA,4,-13.744780130603793,-39.4866156520601
goianapolis,GO,4,-16.506991076108925,-49.01955109427933
cruzilia,MG,4,-21.839318825546265,-44.81059555541973
pedrinhas paulista,SP,4,-22.815272553334733,-50.79127156718951
pedra preta,MT,4,-16.635911309973924,-54.45664136017813
peixoto de azevedo,MT,4,-10.24891506350181,-54.9093311180316
barro,CE,4,-7.1739467925333615,-38.778493096718
barreirinhas,MA,4,-2.7572296690037668,-42.83179515539183
parnaíba,PI,4,-2.925789606101857,-41.74913459589909
parauna,GO,4,-16.966459120735912,-50.461019041009045
parelhas,RN,4,-6.689736437594984,-36.66057082946716
parnamirim,PE,4,-8.091550631758572,-39.58027764245357
buenópolis,MG,4,-17.874671637787852,-44.170437276665034
parambu,CE,4,-6.2102878470152,-40.696809343504476
bueno brandao,MG,4,-22.44265419909015,-46.34877574535731
gameleira,PE,4,-8.584196684643691,-35.38563892012263
araruna,PR,4,-23.929495728966735,-52.50064919097112
araputanga,MT,4,-15.46944533964881,-58.34773170554173
carmo da cachoeira,MG,4,-21.461008557533102,-45.22054433595689
anta gorda,RS,4,-28.9720990314305,-52.00750426344917
rio novo,MG,4,-21.47509780281503,-43.12725299298362
rio piracicaba,MG,4,-19.92842416811709,-43.16354084502181
rio preto,MG,4,-22.08542181656574,-43.827167953830475
paranaita,MT,4,-9.696548460783545,-56.60884628098378
cristais paulista,SP,4,-20.40795415206762,-47.417913133000404
gouveia,MG,4,-18.47081366941407,-43.76101364847365
altinopolis,SP,4,-21.02118500746342,-47.37739709707741
alto rio doce,MG,4,-21.023159198844187,-43.41263491879728
palma,MG,4,-21.37586629145424,-42.31567440074626
barra do bugres,MT,4,-15.069536524574868,-57.187765718121476
palma sola,SC,4,-26.348449405272163,-53.27739176431275
carbonita,MG,4,-17.535583399039044,-43.01602044169739
ribeirão,PE,4,-8.514986468149445,-35.377400936216844
rio bananal,ES,4,-19.262419468912956,-40.325324580425026
rio bonito do iguacu,PR,4,-25.499282631757886,-52.52485641291198
formoso do araguaia,TO,4,-11.812224723860362,-49.544885922077356
forquilha,CE,4,-3.8015512539711955,-40.26303084530192
florida paulista,SP,4,-21.614401792889335,-51.171722502040666
urania,SP,4,-20.24649225322917,-50.64351825817718
una,BA,4,-15.288028397291363,-39.0791589222631
sao sebastiao do alto,RJ,4,-21.95150304851164,-42.13203809880536
itiuba,BA,4,-10.692505914399304,-39.853031386308174
itatinga,SP,4,-23.103265363450834,-48.61411255462107
chopinzinho,PR,4,-25.854746637852458,-52.52992836467901
chapada,RS,4,-28.061001781776675,-53.06614906485781
chapada dos guimarães,MT,4,-15.419296978383095,-55.72530668635377
valenca do piaui,PI,4,-6.403095909924984,-41.738497350008885
riacho de santana,BA,4,-13.611642226714537,-42.93675297616304
brejo da madre de deus,PE,4,-8.11975896574784,-36.34744143794997
sao miguel,RN,4,-6.211259206195411,-38.49626229332373
sao miguel do guapore,RO,4,-11.695517911441868,-62.717504144685776
lagoa grande,MG,4,-17.83903600481589,-46.51824250769678
sao pedro dos ferros,MG,4,-20.17109457367032,-42.524746122470695
lavinia,SP,4,-21.167407474211537,-51.04346287885727
lagoa grande,PE,4,-9.000529077860106,-40.26335980543693
sao sebastiao da grama,SP,4,-21.710870954893334,-46.82083536657486
rio do campo,SC,4,-26.94596085982091,-50.13939941622872
rio do pires,BA,4,-13.12472173002355,-42.28653018971424
curiuva,PR,4,-24.038144994253823,-50.45694394555731
fundao,ES,4,-19.944160220015554,-40.38449895378412
turvo,SC,4,-28.927439307783388,-49.67863775149962
tupancireta,RS,4,-29.081334764866796,-53.837070833138384
uibai,BA,4,-11.32715558541232,-42.134607999604725
ubaitaba,BA,4,-14.31160550780154,-39.31843790091815
jaguaruana,CE,4,-4.840907944503906,-37.781214193406534
agua doce do norte,ES,4,-18.543085190055944,-40.98497675246625
dom silverio,MG,4,-20.16425237315996,-42.968428198957966
